"","factory_location","destination","distance_km","transport_mode","fuel_price","shipment_weight","shipment_volume","num_stops","shipment_urgency","weather_conditions","carrier_reliability","order_volume","product_type","packaging_type","special_handling","customs_clearance","supply_chain_disruption","seasonality","temp_control","delivery_lead_time","id"
"860","Phoenix","Detroit",612,"Road",1.51,5632,32.3,3,"Low","Clear",85.4,192,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",2.8,860
"861","San Diego","Portland",687,"Road",0.91,6300,76.5,1,"Medium","Clear",85,597,"Food","Standard","No","No","No","Off-Peak","Yes",2.1,861
"862","Dallas","Orlando",2806,"Air",1.24,18019,9.9,1,"Low","Rain",73.2,761,"Clothing","Fragile","No","No","Yes","Off-Peak","No",8,862
"863","Austin","Indianapolis",2967,"Road",1.79,11193,96.9,1,"Low","Clear",98,750,"Electronics","Fragile","No","No","No","Peak","No",6.1,863
"864","San Jose","Cincinnati",965,"Road",1.23,2786,83.6,1,"Low","Storm",85.9,989,"Clothing","Standard","No","No","No","Peak","No",3.6,864
"865","Charlotte","Sacramento",455,"Road",0.7,4414,14.1,0,"Low","Clear",92.1,1000,"Electronics","Refrigerated","Yes","No","Yes","Off-Peak","No",3.2,865
"866","Chicago","Miami",2000,"Road",0.98,1783,13,0,"Low","Clear",81.1,56,"Pharmaceutical","Oversized","No","No","Yes","Peak","No",5.6,866
"867","Jacksonville","Detroit",1775,"Road",1.65,17127,41.5,1,"Low","Clear",92.6,945,"Furniture","Fragile","No","Yes","No","Off-Peak","Yes",6.1,867
"868","Charlotte","Miami",1065,"Road",0.57,1268,12,0,"Medium","Rain",90.8,869,"Electronics","Oversized","No","Yes","No","Off-Peak","No",3.6,868
"869","San Jose","Las Vegas",2451,"Road",1.89,6627,47.3,2,"Low","Snow",93.7,19,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",6.5,869
"870","Fort Worth","Seattle",885,"Air",1.52,10054,78.1,1,"Low","Clear",70.8,459,"Clothing","Fragile","Yes","No","No","Off-Peak","Yes",1,870
"871","Austin","Atlanta",2545,"Road",1.13,6745,24,2,"Medium","Clear",83.4,512,"Food","Refrigerated","No","Yes","No","Off-Peak","Yes",7.4,871
"872","San Diego","Cleveland",454,"Road",0.7,17553,39.3,1,"Low","Clear",73.1,381,"Electronics","Oversized","No","No","No","Peak","No",2,872
"873","Chicago","Kansas City",2593,"Road",1.89,17667,9.3,1,"Low","Rain",74.2,580,"Clothing","Fragile","No","No","No","Off-Peak","No",6.7,873
"874","Los Angeles","Boston",248,"Road",0.85,18032,19.3,2,"High","Clear",85.3,555,"Furniture","Fragile","No","No","No","Off-Peak","No",1.4,874
"875","San Jose","Nashville",1334,"Road",1.61,15979,96.7,2,"Low","Clear",75.5,795,"Automotive","Refrigerated","No","Yes","No","Off-Peak","No",5.3,875
"876","San Diego","Cleveland",2056,"Road",0.51,18039,68.6,1,"Medium","Snow",83.3,462,"Food","Standard","No","No","No","Off-Peak","No",5,876
"877","Jacksonville","Denver",657,"Road",0.87,8861,93.1,0,"Medium","Clear",72.6,250,"Automotive","Standard","No","No","No","Off-Peak","Yes",1,877
"878","San Jose","Kansas City",2830,"Rail",1.98,8008,59.5,0,"Medium","Clear",82.4,485,"Automotive","Refrigerated","No","Yes","No","Off-Peak","No",4.7,878
"879","San Antonio","Detroit",1169,"Road",1.58,7494,8.9,2,"Low","Rain",72.9,842,"Pharmaceutical","Fragile",NA,"No","No","Off-Peak","No",4.2,879
"880","San Antonio","Las Vegas",1897,"Rail",1.48,10623,84.7,1,"Low","Clear",97.5,992,"Electronics","Standard","No","No","No","Peak","No",3.7,880
"881","Philadelphia","Orlando",591,"Road",0.86,1568,3.9,2,"High","Clear",71.9,252,"Electronics","Oversized","No","No","No","Off-Peak","No",2.3,881
"882","New York","Atlanta",1995,"Road",0.63,14365,81.7,2,"Low","Clear",81.7,627,"Electronics","Oversized","No","No","No","Off-Peak","No",5.5,882
"883","Houston","Miami",2217,"Air",0.95,4932,39.7,1,"Low","Snow",94.1,464,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",3.8,883
"884","New York","Nashville",1512,"Road",1.31,16906,15.2,1,"Low","Rain",81.5,850,"Electronics","Oversized","Yes","No","No","Peak","No",3.5,884
"885","Phoenix","Miami",2613,"Road",1.67,19907,67,1,"Medium","Rain",73.4,730,"Electronics","Standard","No","Yes","No","Peak","No",7.8,885
"886","San Jose","Seattle",2504,"Air",0.91,2190,62.2,0,"Low","Clear",74.8,199,"Clothing","Fragile","No","Yes","No","Off-Peak","No",4,886
"887","Fort Worth","Cleveland",2951,"Road",0.98,9753,45.4,4,"Medium","Clear",92,279,"Furniture","Oversized","No","Yes","No","Off-Peak","No",9.2,887
"888","San Jose","Orlando",2017,"Air",1.92,13706,80.9,2,"Low","Rain",78.3,181,"Food","Refrigerated","Yes","No","No","Off-Peak","No",3,888
"889","Los Angeles","Cincinnati",1946,"Road",1.24,16408,87.2,0,"Medium","Rain",99.7,538,"Food","Refrigerated","No","No","No","Off-Peak","No",3.1,889
"890","Charlotte","Miami",183,"Road",1.96,15335,98.6,1,"Medium","Clear",96.1,341,"Pharmaceutical","Fragile","No","No","No","Peak","No",1,890
"891","San Antonio","Seattle",613,"Road",1.77,8593,40.9,0,"Low","Clear",82.6,943,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",1,891
"892","Charlotte","Cincinnati",146,"Air",1.97,18726,35.9,1,"Medium","Clear",99,964,"Furniture","Oversized","Yes","No","No","Off-Peak","No",1,892
"893","San Diego","Orlando",2549,"Air",0.67,14607,13.1,1,"Medium","Clear",82.8,328,"Electronics","Refrigerated","No","No","No","Peak","No",3.5,893
"894","Chicago","Miami",1302,"Rail",0.97,6813,99.1,NA,"Low","Clear",98.4,679,"Clothing","Oversized","No","No","No","Off-Peak","No",1.7,894
"895","Los Angeles","Indianapolis",2461,"Road",1.92,9632,93.6,2,"Low","Clear",94,132,"Automotive","Refrigerated","No","No","No","Peak","No",5.7,895
"896","Philadelphia","Indianapolis",497,"Road",1.46,19313,94,1,"Low","Rain",77.4,713,"Clothing","Refrigerated","No","No","No","Off-Peak","No",2.1,896
"897","Columbus","Nashville",1247,"Road",1.97,18283,41.3,3,"Medium","Clear",84.8,768,"Furniture","Standard","No","No","No","Peak","No",3.8,897
"898","Austin","Seattle",2181,"Rail",1.96,4639,77.4,3,"Medium","Clear",95.9,338,"Food","Fragile","No","No","No","Off-Peak","No",4.7,898
"899","Charlotte","Nashville",226,"Rail",1.6,6214,39.4,3,"Low","Rain",76.7,224,"Automotive","Oversized","Yes","Yes","No","Off-Peak","No",4.1,899
"900","Chicago","Indianapolis",1025,"Road",1.09,6999,4.2,2,"Low","Rain",72.7,455,"Automotive","Standard","No","Yes","No","Off-Peak","No",5.1,900
"901","Dallas","Denver",2341,"Road",1.5,970,40.2,1,"Medium","Rain",72.3,400,"Food","Fragile","No","No","Yes","Off-Peak","No",8.1,901
"902","San Antonio","Detroit",2529,"Rail",0.89,19276,95.9,0,"Low","Clear",76,579,"Automotive","Fragile","No","No","No","Off-Peak","Yes",4.1,902
"903","Dallas","Detroit",2618,"Rail",0.96,NA,52.7,1,"Low","Clear",86.1,697,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",6.7,903
"904","Charlotte","Atlanta",2861,"Road",1.76,13527,67.7,0,"Low","Clear",88.7,70,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",5.6,904
"905","Philadelphia","Orlando",1183,"Road",1.53,8180,2,0,"High","Clear",80,681,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",1,905
"906","San Diego","Kansas City",2854,"Road",1.66,5396,51.1,2,"Medium","Clear",99.2,820,"Food","Standard","No","No","No","Peak","No",6.2,906
"907","Fort Worth","Cleveland",2127,"Air",0.96,18574,75.5,2,"Low","Clear",89.6,882,"Food","Standard","No","Yes","No","Peak","No",3.9,907
"908","Dallas","Miami",1295,"Road",1.46,7395,45.7,3,"Medium","Clear",85.8,96,"Food","Oversized","No","Yes","No","Off-Peak","No",4.8,908
"909","Phoenix","Denver",1204,"Road",1.42,11035,76.7,1,"Medium","Clear",88.3,256,"Electronics","Oversized","No","Yes","No","Off-Peak","No",4.2,909
"910","San Antonio","Portland",671,"Road",0.84,10469,56.7,0,"Low","Rain",95.6,838,"Furniture","Fragile","No","Yes","No","Off-Peak","No",4,910
"911","Dallas","Las Vegas",2270,"Road",0.87,18547,73.8,1,"Low","Clear",97.1,381,"Food","Oversized","No","No","No","Off-Peak","Yes",5.7,911
"912","Los Angeles","Sacramento",1363,"Air",1.82,10085,73.3,2,"Low","Clear",84.1,578,"Pharmaceutical","Refrigerated","Yes","No","No","Peak","No",2.1,912
"913","San Diego","Nashville",1387,"Road",1.68,12775,34.7,0,"Medium","Storm",91.8,263,"Food","Standard","No","Yes","No","Off-Peak","Yes",6.5,913
"914","Dallas","Cincinnati",296,"Rail",0.54,4776,70.1,0,"Medium","Clear",85.1,28,"Pharmaceutical","Standard","Yes","Yes","No","Off-Peak","No",1.6,914
"915","Austin","Seattle",1127,"Rail",1.63,7334,54.4,1,"Low","Clear",96.2,441,"Food","Standard","No","No","No","Off-Peak","No",2.2,915
"916","San Diego","Nashville",2690,"Road",1.85,17881,88,3,"Medium","Clear",89.9,907,"Furniture","Refrigerated","No","No","Yes","Off-Peak","No",8.8,916
"917","Austin","Sacramento",1656,"Road",1.84,15343,8.5,4,"Medium","Clear",85.8,977,"Electronics","Refrigerated","Yes","Yes","No","Peak","No",7,917
"918","Houston","Portland",141,"Road",0.68,15929,38.3,4,"Low","Clear",98.4,459,"Clothing","Oversized","No","No","No","Off-Peak","No",2.7,918
"919","San Antonio","Boston",1196,"Air",1.96,6528,64.4,1,"Low",NA,93.8,481,"Food","Refrigerated","Yes","No","No","Off-Peak","No",2.1,919
"920","San Diego","Cincinnati",385,"Road",1.87,1941,3.5,1,"Low","Clear",76.5,760,"Clothing","Refrigerated","Yes","Yes","No","Off-Peak","Yes",3.1,920
"921","Los Angeles","Indianapolis",868,"Air",0.89,19084,21.5,0,"Medium","Clear",82.1,494,"Furniture","Refrigerated","No","No","No","Off-Peak","No",1.5,921
"922","Jacksonville","Seattle",2173,"Road",1.83,9055,63.7,1,"Low","Clear",82.1,816,"Automotive","Refrigerated","No","Yes","No","Off-Peak","No",6.8,922
"923","Austin","Nashville",1159,"Road",1.75,11210,90.7,1,"Low","Clear",83.2,699,"Automotive","Refrigerated","No","No","No","Off-Peak","Yes",2.7,923
"924","Philadelphia","Miami",1922,"Road",1.16,3502,50.1,1,"Low","Rain",88.7,937,"Pharmaceutical","Standard","Yes","No","No","Off-Peak","No",5.7,924
"925","New York","Las Vegas",1515,"Road",0.62,522,18.5,1,"Medium","Clear",85.9,121,"Food","Standard","No","No","No","Off-Peak","No",3.7,925
"926","Austin","Indianapolis",2432,"Rail",1.8,4317,75.7,0,"Low","Clear",85.9,778,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",4.3,926
"927","Jacksonville","Las Vegas",1767,"Road",0.99,6436,3,3,"High","Clear",74,832,"Pharmaceutical","Refrigerated","No",NA,"No","Off-Peak","No",4.5,927
"928","San Jose","Denver",557,"Road",0.85,11694,62.4,1,"Low","Rain",73.3,559,"Electronics","Standard","No","No","No","Peak","No",2.6,928
"929","Philadelphia","Atlanta",2815,"Road",1.74,1121,57.3,2,"High","Snow",73.4,482,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",5.7,929
"930","Phoenix","Kansas City",209,"Road",1.99,5072,16,2,"Low","Rain",83.5,130,"Furniture","Oversized","Yes","No","No","Off-Peak","No",2.5,930
"931","San Jose","Atlanta",307,"Road",0.85,392,6.1,1,"Medium","Clear",81.6,248,"Electronics","Standard","Yes","No","No","Off-Peak","No",1.5,931
"932","Dallas","Kansas City",2533,"Rail",0.63,4448,5.1,1,"Medium","Clear",92.6,812,"Pharmaceutical","Oversized","No","No","No","Peak","No",5.3,932
"933","Los Angeles","Indianapolis",1292,"Air",1.45,10520,18.5,1,"Low","Rain",72.4,649,"Automotive","Standard","No","No","No","Off-Peak","No",3.1,933
"934","Chicago","Cleveland",2167,"Road",1.78,6664,25.2,0,"Low","Clear",82.9,591,"Automotive","Oversized","Yes","No","No","Off-Peak","No",4.8,934
"935","Chicago","Detroit",2222,"Road",0.78,14855,79.1,0,"Medium","Clear",86.1,433,"Furniture","Oversized","No","Yes","No","Off-Peak","No",5.1,935
"936","Los Angeles","Las Vegas",2963,"Road",NA,19116,18.2,0,"Medium","Clear",86.1,862,"Automotive","Oversized","No","Yes","No","Off-Peak","No",7.6,936
"937","San Jose","Cleveland",2885,"Road",1.03,4542,97,1,"Low","Clear",93.6,445,"Automotive","Standard","No","Yes","No","Off-Peak","No",8.3,937
"938","San Diego","Portland",468,"Road",1.74,19540,49.6,1,"Medium","Rain",72.8,382,"Food","Refrigerated","No","No","No","Off-Peak","No",NA,938
"939","Jacksonville","Indianapolis",2012,"Road",1.23,1930,40.2,0,"Low","Rain",75.7,460,"Clothing","Refrigerated","No","No","No","Peak","Yes",4.9,939
"940","Fort Worth","Indianapolis",148,"Road",0.85,14759,51.5,1,"Medium","Clear",79.8,446,"Furniture","Oversized","No","Yes","No","Off-Peak","No",3.1,940
"941","San Diego","Kansas City",1509,"Rail",0.91,5544,83.6,1,"Low","Clear",85.6,940,"Furniture","Refrigerated","No","Yes","No","Peak","Yes",5.3,941
"942","Los Angeles","Nashville",2384,"Road",1.73,5602,6.6,0,"Low","Clear",76.4,346,"Electronics","Fragile","Yes","No","No","Peak","No",4.5,942
"943","Austin","Boston",1169,"Rail",0.54,1304,9.3,1,"Low","Clear",71.8,297,"Pharmaceutical","Standard","Yes","No","No","Peak","No",2.7,943
"944","Philadelphia","Miami",2847,"Road",1.11,4638,93.3,1,"Medium","Clear",88.5,368,"Clothing","Oversized","No","Yes","No","Off-Peak","No",7.4,944
"945","San Antonio","Seattle",1999,"Road",1.39,15204,95.9,1,"Low","Clear",94.8,832,"Automotive","Refrigerated","Yes","No","No","Off-Peak","No",4.2,945
"946","New York","Nashville",1327,"Road",1.29,6957,40.3,1,"Low","Rain",80.2,150,"Automotive","Refrigerated","No","No","No","Off-Peak","No",3.5,946
"947","Columbus","Cleveland",2524,"Road",1.52,14372,50.3,1,"Low","Clear",80.8,570,"Clothing","Fragile","No","No","No","Peak","No",6.2,947
"948","San Antonio","Atlanta",2424,"Road",1.26,4142,40.6,1,"Medium","Rain",78.9,418,"Automotive","Fragile","Yes","Yes","No","Off-Peak","No",7.3,948
"949","Fort Worth","Atlanta",1310,"Road",1.33,1201,22.6,2,"Medium","Clear",98.1,397,"Clothing","Standard","No","No","No","Off-Peak","No",3.1,949
"950","San Diego","Portland",1022,"Road",1.76,14565,75.1,2,"Low","Clear",94.3,312,"Pharmaceutical","Standard","No","No","No","Peak","No",3.2,950
"951","Philadelphia","Miami",1717,"Air",0.97,5399,65.8,1,"High","Clear",85.5,267,"Furniture","Standard","No",NA,"No","Off-Peak","No",2.3,951
"952","Austin","Miami",2591,"Air",0.55,6672,52.5,1,"Low","Rain",84.9,943,"Food","Fragile","Yes","No","No","Off-Peak","No",4,952
"953","San Jose","Cleveland",1778,"Air",1.72,17065,21.7,0,"Medium","Rain",99.1,363,"Clothing","Fragile","No","No","Yes","Off-Peak","No",4.8,953
"954","New York","Seattle",1953,"Rail",1.67,211,73.9,1,"High","Storm",99.3,115,"Clothing","Fragile","No","No","No","Off-Peak","No",4.3,954
"955","San Antonio","Seattle",2313,"Road",1.79,8722,52.5,3,"Medium","Storm",88.9,397,"Furniture","Fragile","No","No","Yes","Off-Peak","Yes",9.2,955
"956","San Antonio","Cincinnati",2094,"Road",0.6,2456,17.5,1,"Low","Clear",70.7,447,"Automotive","Standard","No","No","No","Off-Peak","No",5,956
"957","Jacksonville","Nashville",2607,"Road",0.51,10126,54.5,3,"Low","Snow",82.7,864,"Automotive","Oversized","No","Yes","No","Off-Peak","No",9.5,957
"958","Jacksonville","Indianapolis",329,"Road",1.39,19519,38.4,1,"Low","Clear",95.8,506,"Automotive","Oversized","No","No","No","Off-Peak","No",1.4,958
"959","Chicago","Cincinnati",1849,"Rail",1.8,13269,88,0,"Low","Clear",95.3,225,"Clothing","Oversized","No","No","No","Off-Peak","No",3.1,959
"960","New York","Atlanta",761,"Rail",1.17,17695,87.1,1,"High","Clear",87.5,387,"Clothing","Refrigerated","Yes","No","No","Off-Peak","No",1.5,960
"961","San Diego","Miami",1435,"Road",0.56,14719,29.3,0,"Medium","Clear",91.1,950,"Pharmaceutical","Refrigerated","Yes","No","No","Peak","No",2.8,961
"962","Charlotte","Nashville",888,"Air",1.12,10155,30.7,3,"Medium","Clear",73.3,200,"Clothing","Refrigerated","No",NA,"No","Off-Peak","No",3,962
"963","Columbus","Indianapolis",2759,"Road",1.05,17734,36,3,"High","Rain",78.7,438,"Food","Standard","No","Yes","No","Off-Peak","No",7.8,963
"964","Columbus","Boston",1229,"Road",1.21,9959,46.8,0,"Medium","Clear",87.3,548,"Clothing","Fragile","No","No","No","Peak","No",2.6,964
"965","San Jose","Cleveland",1718,"Rail",0.7,15624,55.4,0,"Low","Clear",92.8,264,"Pharmaceutical","Standard","No","No","Yes","Off-Peak","No",5.5,965
"966","Austin","Kansas City",289,"Road",1.22,10185,48.4,4,"Low","Clear",87.6,469,"Food","Oversized","Yes","Yes","Yes","Off-Peak","No",7.4,966
"967","New York","Orlando",2831,"Road",0.9,1775,81.7,1,"Medium","Clear",92.1,247,"Automotive","Standard","Yes","No","No","Peak","No",6.1,967
"968","New York","Indianapolis",2221,"Road",1.23,10999,19,1,"Low","Clear",82.5,555,"Electronics","Oversized","No","No","No","Peak","No",5.3,968
"969","Los Angeles","Nashville",1452,"Road",1.86,7234,97.1,2,"Low","Clear",89.4,579,"Food","Refrigerated","No","No","No","Off-Peak","No",4,969
"970","Los Angeles","Boston",586,"Road",1.25,10811,64.1,2,"Low","Clear",NA,823,"Food","Standard","No","No","No","Off-Peak","No",1.7,970
"971","Houston","Seattle",2205,"Road",1.56,12414,94.4,1,"Low","Clear",80.8,960,"Furniture","Oversized","Yes","No","Yes","Off-Peak","No",8.3,971
"972","Austin","Sacramento",1863,"Road",0.59,5019,52.5,0,"Medium","Clear",96.8,878,"Automotive","Fragile","No","No","No","Peak","No",3.3,972
"973","San Jose","Miami",230,"Road",1.53,9186,83.3,0,"High","Storm",84.4,417,"Furniture","Refrigerated","No","No","No","Off-Peak","No",1.9,973
"974","San Jose","Orlando",207,"Air",1.7,2133,97.1,1,"Medium","Rain",89.5,740,"Clothing","Standard","No","Yes","No","Peak","No",2.7,974
"975","Phoenix","Boston",1393,"Road",0.53,392,3.8,1,"Low","Clear",94.3,467,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",2.5,975
"976","Charlotte","Seattle",584,"Road",0.56,2018,18.4,3,"Low","Clear",74.2,701,"Food","Standard","Yes","No","No","Off-Peak","No",2,976
"977","Dallas","Orlando",1499,"Teleportation",1.37,4561,83,1,"Low","Clear",96.1,585,"Automotive","Fragile","Yes","No","No","Off-Peak","No",3.1,977
"978","Charlotte","Indianapolis",NA,"Road",1.69,2975,62.8,3,"Medium","Clear",76.2,463,"Clothing","Fragile","No","No","No","Off-Peak","No",6.3,978
"979","Chicago","Cleveland",711,"Road",1.6,16912,77.7,1,"Medium","Clear",88.5,530,"Clothing","Fragile","No","No","No","Off-Peak","Yes",1.3,979
"980","San Antonio","Cincinnati",2152,"Air",0.9,8366,76.9,1,"High","Clear",70.4,273,"Food","Oversized",NA,"No","Yes","Off-Peak","No",3.9,980
"981","San Antonio","Cleveland",493,"Rail",1.71,11300,NA,1,"Low","Clear",76.3,237,"Electronics","Refrigerated","No","Yes","No","Peak","No",4.5,981
"982","Los Angeles","Las Vegas",1601,"Road",1.14,11756,24.7,1,"Medium","Clear",91.8,631,"Pharmaceutical","Refrigerated","No","No","No","Off-Peak","No",2.9,982
"983","Los Angeles","Indianapolis",2494,"Air",0.75,1502,29.3,2,"Low","Clear",93.2,840,"Automotive","Fragile","No","Yes","No","Peak","No",6.9,983
"984","Jacksonville","Nashville",424,"Road",1.41,15433,8.6,0,"Low","Rain",81.2,198,"Furniture","Standard","No","No","Yes","Peak","No",3.9,984
"985","Jacksonville","Las Vegas",2468,"Road",1.74,11751,9.5,1,"Low","Clear",86.8,118,"Furniture","Fragile","No","No","No","Off-Peak","No",5.5,985
"986","Jacksonville","Detroit",776,"Rail",1.67,15473,57.1,3,"Low",NA,89,392,"Pharmaceutical","Fragile","No","No","No","Off-Peak","Yes",3.4,986
"987","Phoenix","Sacramento",336,"Road",0.62,8795,50,1,"Low","Clear",96.2,172,"Automotive","Refrigerated","No","No","No","Off-Peak","No",1,987
"988","Fort Worth","Denver",533,"Road",0.61,12670,28.3,2,"Low","Rain",87.7,875,"Pharmaceutical","Fragile","No","No","No","Peak","No",2.3,988
"989","San Diego","Seattle",2010,"Road",1.94,15008,54.1,1,"Low","Rain",71.6,346,"Furniture","Fragile","No","No","Yes","Off-Peak","No",7.9,989
"990","Houston","Miami",2048,"Road",0.64,13926,51.9,1,"High","Storm",77.7,487,"Electronics","Fragile","No","Yes","No","Off-Peak","No",7.8,990
"991","Houston","Seattle",442,"Rail",0.82,19650,4.9,1,"Low","Snow",76.9,396,"Furniture","Oversized","No","No","No","Off-Peak","No",1.4,991
"992","San Antonio","Portland",2940,"Road",1.16,5682,43.3,1,"Low","Clear",83.8,294,"Automotive","Refrigerated","No","No","No","Off-Peak","No",6.6,992
"993","San Jose","Cincinnati",483,"Road",1.67,1389,6.6,0,"Low","Clear",91.1,856,"Furniture","Oversized","Yes","Yes","No","Peak","No",3.6,993
"994","Phoenix","Portland",2828,"Road",1.78,NA,39.3,0,"Low","Clear",94.9,281,"Automotive","Standard","No","No","No","Off-Peak","Yes",5.6,994
"995","Los Angeles","Denver",2116,"Road",1.44,6204,57.4,2,"Low","Clear",72.6,274,"Automotive","Standard","No","Yes","No","Off-Peak","No",7.8,995
"996","Los Angeles","Atlanta",1725,"Air",1.08,8641,14.2,2,"Medium","Storm",79.8,721,"Furniture","Fragile","No","No","Yes","Off-Peak","No",6.5,996
"997","Jacksonville","Cincinnati",777,"Air",0.72,8952,16.1,3,"Low","Clear",99.9,435,"Automotive","Fragile","No","Yes","No","Off-Peak","No",3.9,997
"998","Columbus","Nashville",1056,"Rail",1.82,13025,30.8,0,"High","Storm",88.6,853,"Clothing","Standard","No","No","No","Peak","No",2.3,998
"999","Fort Worth","Cincinnati",2527,"Road",1.81,425,38.9,NA,"Medium","Clear",75.9,376,"Automotive","Oversized","No","No","Yes","Off-Peak","No",7.4,999
"1000","Austin","Nashville",2768,"Road",1.01,4737,20.7,1,"Low","Clear",85.6,687,"Clothing","Refrigerated","No","No","No","Off-Peak","No",5.4,1000
"1001","San Jose","Cincinnati",965,"Road",1.23,2786,83.6,1,"Low","Storm",85.9,989,"Clothing","Standard","No","No","No","Peak","No",3.6,1001
"1002","Los Angeles","Miami",1296,"Road",1.85,18447,12.4,2,"Low","Clear",98.7,674,"Electronics","Standard","No","No","No","Peak","No",2.9,1002
"1003","Chicago","Detroit",1444,"Road",0.51,16685,23.5,1,"Medium","Clear",80.4,841,"Furniture","Oversized","Yes","No","No","Peak","No",2.6,1003
"1004","Phoenix","Cleveland",1180,"Road",0.79,7436,33.4,0,"Medium","Clear",99.5,462,"Furniture","Oversized","Yes","Yes","No","Peak","No",4.5,1004
"1005","Los Angeles","Detroit",1333,"Road",1.87,15030,27.9,0,"Medium","Rain",90.4,369,"Food","Refrigerated","No","Yes","No","Peak","No",4.1,1005
"1006","San Antonio","Seattle",2313,"Road",1.79,8722,52.5,3,"Medium","Storm",88.9,397,"Furniture","Fragile","No","No","Yes","Off-Peak","Yes",9.2,1006
"1007","Jacksonville","Cleveland",1188,"Air",0.64,19258,40.2,0,"Medium","Clear",96.6,242,"Clothing","Fragile","No","Yes","No","Peak","Yes",2.9,1007
"1008","Chicago","Sacramento",1349,"Road",1.32,15277,17.1,2,"Low","Snow",NA,564,"Electronics","Oversized","No","Yes","No","Peak","No",7.2,1008
"1009","San Jose","Orlando",2017,"Air",1.92,13706,80.9,2,"Low","Rain",78.3,181,"Food","Refrigerated","Yes","No","No","Off-Peak","No",3,1009
"1010","San Diego","Cleveland",454,"Road",0.7,17553,39.3,1,"Low","Clear",73.1,381,"Electronics","Oversized","No","No","No","Peak","No",2,1010
